    1     1  
    4     1  
   10     1  
   18     1  
   30     1  
   44     1  
   62     1  
   84     1  
  108     1  
  135     1  
  167     1  
  201     1  
  241     1  
  283     1  
  327     1  
  376     1  
  417     1  
  457     1  
  493     1  
  531     1  
  566     1  
  601     1  
  638     1  
  671     1  
  705     1  
  738     1  
  772     1  
  806     1  
  839     1  
  873     1  
  906     1  

    1     2  
    2     2  
    3     2  
    6     2  
    8     2  
   14     2  
   17     2  
   23     2  
   28     2  
   36     2  
   42     2  
   51     2  
   59     2  
   69     2  
   78     2  
   90     2  
  101     2  
  114     2  
  128     2  
  142     2  
  158     2  
  172     2  
  189     2  
  207     2  
  226     2  
  246     2  
  265     2  
  285     2  
  308     2  
  331     2  
  354     2  

  354     3  
  358     3  
  362     3  
  368     3  
  380     3  
  393     3  
  406     3  
  419     3  
  439     3  
  456     3  
  476     3  
  496     3  
  520     3  
  542     3  
  564     3  
  589     3  
  613     3  
  636     3  
  663     3  
  689     3  
  715     3  
  741     3  
  768     3  
  796     3  
  823     3  
  851     3  
  877     3  
  905     3  
  934     3  
  952     3  
  961     3  

  906     4  
  909     4  
  910     4  
  913     4  
  916     4  
  917     4  
  920     4  
  922     4  
  925     4  
  927     4  
  929     4  
  932     4  
  935     4  
  936     4  
  938     4  
  940     4  
  942     4  
  944     4  
  946     4  
  947     4  
  949     4  
  951     4  
  953     4  
  954     4  
  955     4  
  956     4  
  957     4  
  958     4  
  959     4  
  960     4  
  961     4  








